Cell Phenotype,,Cell Phenotype,0,1,Topic attribution,FCS file,Condition
N°17,417341,N°17,-0.94448227,10.674579,0,1636.FCS,aml
N°17,424771,N°17,-1.3762218,12.575458,0,1684.FCS,aml
N°17,443655,N°17,-0.17354405,13.695129,0,1812.FCS,aml
N°17,119894,N°17,-1.1871034,11.459524,0,0060.FCS,normal
N°17,334166,N°17,-2.267722,10.978689,0,0460.FCS,aml
N°17,438153,N°17,-2.1880019,12.492727,0,1812.FCS,aml
N°17,348106,N°17,-3.420757,11.827393,0,0708.FCS,aml
N°17,417273,N°17,-1.5287277,11.8500595,0,1636.FCS,aml
N°17,331148,N°17,-2.2128844,11.8805685,0,0388.FCS,aml
N°17,442173,N°17,0.07409757,11.68766,0,1812.FCS,aml
N°17,319663,N°17,-2.409689,11.436816,0,0260.FCS,aml
N°17,470456,N°17,-0.47905734,13.01296,0,2276.FCS,aml
N°17,478884,N°17,-2.58294,11.492398,0,2508.FCS,aml
N°17,392824,N°17,-3.4796035,13.256845,0,1204.FCS,aml
N°17,77628,N°17,0.11819923,11.427891,0,1628.FCS,normal
N°17,490780,N°17,-1.7813892,13.334859,0,2692.FCS,aml
N°17,340041,N°17,-0.7204277,11.114169,0,0532.FCS,aml
N°17,439656,N°17,0.15547289,13.694974,0,1812.FCS,aml
N°17,444089,N°17,-1.4525627,10.281952,0,1812.FCS,aml
N°17,307630,N°17,-1.9197094,11.868576,0,0052.FCS,aml
N°17,403160,N°17,-0.66134936,12.50784,0,1316.FCS,aml
N°17,425244,N°17,-1.4465528,11.858013,0,1684.FCS,aml
N°17,424434,N°17,-2.3756714,10.107882,0,1684.FCS,aml
N°17,141771,N°17,0.29139343,13.466376,0,2548.FCS,normal
N°17,406132,N°17,0.35525542,14.071574,0,1316.FCS,aml
N°17,439106,N°17,0.16427691,13.856584,0,1812.FCS,aml
N°17,437042,N°17,-2.7370515,11.937297,0,1764.FCS,aml
N°17,440932,N°17,-1.3278664,13.019272,0,1812.FCS,aml
N°17,91620,N°17,-3.5138843,12.617981,0,1996.FCS,normal
N°17,426891,N°17,-3.3436003,12.705443,0,1684.FCS,aml
N°17,337358,N°17,-0.4814937,10.706959,0,0476.FCS,aml
N°17,414278,N°17,-2.5201132,11.990446,0,1620.FCS,aml
N°17,436010,N°17,-1.5063323,14.547182,0,1764.FCS,aml
N°17,417050,N°17,-2.615147,10.478412,0,1636.FCS,aml
N°17,329207,N°17,-3.2203672,11.689453,0,0292.FCS,aml
N°17,481293,N°17,-0.4684807,10.88769,0,2508.FCS,aml
N°17,368843,N°17,-3.3003325,12.027366,0,0836.FCS,aml
N°17,433669,N°17,-2.771256,12.045905,0,1764.FCS,aml
N°17,206715,N°17,-0.88207775,11.998321,0,2556.FCS,normal
N°17,24436,N°17,-2.798733,13.747584,0,0724.FCS,normal
N°17,424013,N°17,-2.03624,10.950185,0,1684.FCS,aml
N°17,490592,N°17,-2.527763,13.0359,0,2692.FCS,aml
N°17,399969,N°17,-0.5898144,13.100437,0,1316.FCS,aml
N°17,421562,N°17,-3.8184214,12.703406,0,1636.FCS,aml
N°17,432260,N°17,-1.0898051,12.443654,0,1748.FCS,aml
N°17,439338,N°17,-0.9510172,13.180803,0,1812.FCS,aml
N°17,410326,N°17,-0.9804484,11.388539,0,1388.FCS,aml
N°17,400726,N°17,-0.17936797,13.261183,0,1316.FCS,aml
N°17,436174,N°17,-0.33401456,13.597011,0,1764.FCS,aml
N°17,252384,N°17,-2.0728445,10.1708765,0,0780.FCS,normal
N°17,333839,N°17,-1.1697507,12.945973,0,0460.FCS,aml
N°17,490753,N°17,-1.5168647,14.556417,0,2692.FCS,aml
N°17,443900,N°17,1.1050714,12.027162,0,1812.FCS,aml
N°17,354835,N°17,-1.7052361,10.101439,0,0756.FCS,aml
N°17,266415,N°17,9.50036,9.976708,0,0428.FCS,normal
N°17,158025,N°17,-1.0928068,13.337394,0,1108.FCS,normal
N°17,403827,N°17,-0.83532804,12.976734,0,1316.FCS,aml
N°17,343660,N°17,-0.06333575,13.058655,0,0700.FCS,aml
N°17,405226,N°17,1.1903025,11.728043,0,1316.FCS,aml
N°17,403972,N°17,-0.77586246,12.297729,0,1316.FCS,aml
N°17,331782,N°17,-0.27945983,11.252576,0,0388.FCS,aml
N°17,422783,N°17,-3.620112,13.107322,0,1684.FCS,aml
N°17,491753,N°17,-1.4571233,11.339647,0,2692.FCS,aml
N°17,353496,N°17,0.44922787,12.36765,0,0756.FCS,aml
N°17,162273,N°17,-1.2608165,12.059829,0,2172.FCS,normal
N°17,340634,N°17,-0.3686479,12.288768,0,0532.FCS,aml
N°17,340526,N°17,1.254145,11.6340275,0,0532.FCS,aml
N°17,417045,N°17,-1.4588348,10.072069,0,1636.FCS,aml
N°17,408994,N°17,-1.9865761,10.25445,0,1372.FCS,aml
N°17,444095,N°17,-1.4076178,11.70717,0,1812.FCS,aml
N°17,401904,N°17,-2.2264254,10.235071,0,1316.FCS,aml
N°17,452148,N°17,-2.6298556,12.312782,0,2084.FCS,aml
N°17,432364,N°17,-2.8642404,13.861985,0,1748.FCS,aml
N°17,401563,N°17,0.48234904,12.494667,0,1316.FCS,aml
N°17,356789,N°17,-0.61002046,11.086446,0,0756.FCS,aml
N°17,181199,N°17,-1.6542747,10.377927,0,2756.FCS,normal
N°17,469184,N°17,0.25220463,10.97355,0,2276.FCS,aml
N°17,411037,N°17,-0.39004055,13.147203,0,1388.FCS,aml
N°17,443209,N°17,-0.25718212,11.273891,0,1812.FCS,aml
N°17,335638,N°17,-1.3551927,12.043831,0,0476.FCS,aml
N°17,337389,N°17,-2.129661,11.73096,0,0476.FCS,aml
N°17,400044,N°17,0.65401834,12.733474,0,1316.FCS,aml
N°17,107471,N°17,-1.3290303,11.706008,0,1644.FCS,normal
N°17,326334,N°17,-2.9522734,12.885004,0,0292.FCS,aml
N°17,333361,N°17,-1.2940798,13.296925,0,0388.FCS,aml
N°17,361791,N°17,-3.0790064,12.902466,0,0804.FCS,aml
N°17,442137,N°17,0.7715476,11.77439,0,1812.FCS,aml
N°17,378107,N°17,-0.60550475,11.859857,0,0932.FCS,aml
N°17,479737,N°17,-1.8986754,11.598221,0,2508.FCS,aml
N°17,331175,N°17,-1.4032575,11.962924,0,0388.FCS,aml
N°17,231249,N°17,-2.057047,10.5262,0,2476.FCS,normal
N°17,401704,N°17,-0.08723834,13.218695,0,1316.FCS,aml
N°17,195783,N°17,-1.9589145,11.871712,0,0540.FCS,normal
N°17,271827,N°17,0.56268877,12.03503,0,0420.FCS,normal
N°17,412094,N°17,-0.26183212,12.188488,0,1388.FCS,aml
N°17,357421,N°17,-1.2107483,10.519521,0,0756.FCS,aml
N°17,260719,N°17,-2.205828,9.600451,0,0716.FCS,normal
N°17,440877,N°17,-2.2686415,11.866409,0,1812.FCS,aml
N°17,428585,N°17,-1.396605,12.666784,0,1748.FCS,aml
N°17,423480,N°17,-3.8524299,12.361893,0,1684.FCS,aml
N°17,434957,N°17,-3.8481536,12.662401,0,1764.FCS,aml
N°17,411942,N°17,-1.018621,13.388281,0,1388.FCS,aml
N°17,322923,N°17,-2.8738413,10.770301,0,0292.FCS,aml
N°17,419980,N°17,-1.7645365,11.480396,0,1636.FCS,aml
N°17,488725,N°17,-1.3129015,12.962261,0,2692.FCS,aml
N°17,410920,N°17,-1.0029657,11.52471,0,1388.FCS,aml
N°17,327903,N°17,-3.3715494,12.352179,0,0292.FCS,aml
N°17,326653,N°17,-2.4782221,13.124056,0,0292.FCS,aml
N°17,405816,N°17,-2.3614104,13.143453,0,1316.FCS,aml
N°17,402859,N°17,0.36241183,12.246485,0,1316.FCS,aml
N°17,334323,N°17,-0.05455885,13.475923,0,0460.FCS,aml
N°17,397496,N°17,-2.1333935,9.768773,0,1204.FCS,aml
N°17,310514,N°17,0.5631666,11.707667,0,0068.FCS,aml
N°17,346316,N°17,-1.5713634,12.120857,0,0708.FCS,aml
N°17,351647,N°17,-1.6061631,10.227984,0,0756.FCS,aml
N°17,332160,N°17,0.85800564,11.66282,0,0388.FCS,aml
N°17,405702,N°17,-0.8443952,11.873657,0,1316.FCS,aml
N°17,447819,N°17,-1.8132486,10.593489,0,1884.FCS,aml
N°17,477685,N°17,0.6805196,12.983234,0,2508.FCS,aml
N°17,331327,N°17,-0.5260028,11.428249,0,0388.FCS,aml
N°17,441781,N°17,-1.4951419,9.903772,0,1812.FCS,aml
N°17,438927,N°17,-0.6142424,13.055584,0,1812.FCS,aml
N°17,346920,N°17,-1.4008234,13.161507,0,0708.FCS,aml
N°17,340801,N°17,0.270417,13.522841,0,0532.FCS,aml
N°17,404271,N°17,-0.8299371,11.795566,0,1316.FCS,aml
N°17,402892,N°17,0.04516015,13.037083,0,1316.FCS,aml
N°17,503021,N°17,-1.9142008,14.35811,0,2780.FCS,aml
N°17,479298,N°17,-1.2869633,10.825079,0,2508.FCS,aml
N°17,488355,N°17,-3.0554316,13.574804,0,2692.FCS,aml
N°17,404422,N°17,-0.96135265,11.719436,0,1316.FCS,aml
N°17,310471,N°17,-0.6835697,11.2503195,0,0068.FCS,aml
N°17,453930,N°17,-1.1676154,12.125537,0,2092.FCS,aml
N°17,35738,N°17,-2.6469815,11.57396,0,2396.FCS,normal
N°17,79096,N°17,-3.1237967,12.600212,0,1628.FCS,normal
N°17,23534,N°17,-1.4208444,12.719899,0,0724.FCS,normal
N°17,350793,N°17,0.6849632,11.451022,0,0756.FCS,aml
N°17,499719,N°17,-2.5312872,12.535575,0,2780.FCS,aml
N°17,332791,N°17,-0.29070085,12.950489,0,0388.FCS,aml
N°17,405749,N°17,0.01447182,11.868449,0,1316.FCS,aml
N°17,436818,N°17,-0.67088634,13.402081,0,1764.FCS,aml
N°17,490286,N°17,-0.39716208,12.6786785,0,2692.FCS,aml
N°17,479936,N°17,-2.1517055,11.866146,0,2508.FCS,aml
N°17,422815,N°17,-0.9554022,12.870445,0,1684.FCS,aml
N°17,73815,N°17,-1.7472776,10.908334,0,1788.FCS,normal
N°17,490504,N°17,-2.2187283,13.597247,0,2692.FCS,aml
N°17,337808,N°17,-2.0773966,10.702099,0,0476.FCS,aml
N°17,323080,N°17,-2.8243444,13.012729,0,0292.FCS,aml
N°17,353429,N°17,-1.9900353,11.575137,0,0756.FCS,aml
N°17,403645,N°17,-0.562761,13.343206,0,1316.FCS,aml
N°17,499951,N°17,-0.31786764,13.001773,0,2780.FCS,aml
N°17,401772,N°17,-0.3934852,11.629908,0,1316.FCS,aml
N°17,351893,N°17,-1.6891133,9.757533,0,0756.FCS,aml
N°17,489274,N°17,0.13154384,13.347097,0,2692.FCS,aml
N°17,85161,N°17,-0.83157116,10.259727,0,0564.FCS,normal
N°17,439154,N°17,0.08329438,10.989294,0,1812.FCS,aml
N°17,365774,N°17,-3.1375804,11.958064,0,0820.FCS,aml
N°17,331898,N°17,-0.9870238,12.067677,0,0388.FCS,aml
N°17,405008,N°17,1.0526978,13.654366,0,1316.FCS,aml
N°17,442688,N°17,-0.059791833,13.240591,0,1812.FCS,aml
N°17,351488,N°17,-2.5537298,11.880762,0,0756.FCS,aml
N°17,345103,N°17,-1.1451807,13.243855,0,0700.FCS,aml
N°17,423568,N°17,-2.177575,12.41119,0,1684.FCS,aml
N°17,417532,N°17,-1.6017623,11.414148,0,1636.FCS,aml
N°17,426451,N°17,-2.6856956,12.964197,0,1684.FCS,aml
N°17,328195,N°17,-3.1793509,11.132447,0,0292.FCS,aml
N°17,214641,N°17,-2.1409795,10.516926,0,2524.FCS,normal
N°17,357671,N°17,-0.14523526,11.048939,0,0756.FCS,aml
N°17,333988,N°17,-0.074980915,11.92249,0,0460.FCS,aml
N°17,326301,N°17,-2.0996375,12.871684,0,0292.FCS,aml
N°17,352630,N°17,-0.76414686,11.912232,0,0756.FCS,aml
N°17,434169,N°17,-1.656601,13.485364,0,1764.FCS,aml
N°17,419924,N°17,-2.1412494,9.388362,0,1636.FCS,aml
N°17,392001,N°17,-3.210336,11.4003935,0,1204.FCS,aml
N°17,471829,N°17,-1.5767392,12.700101,0,2388.FCS,aml
N°17,390355,N°17,-1.5133953,13.332868,0,1204.FCS,aml
N°17,352920,N°17,-1.2166994,10.668016,0,0756.FCS,aml
N°17,487797,N°17,-2.2593927,13.474641,0,2692.FCS,aml
N°17,440217,N°17,0.21379651,12.4937315,0,1812.FCS,aml
N°17,421599,N°17,-3.1319952,10.97695,0,1636.FCS,aml
N°17,456516,N°17,0.07959721,13.658709,0,2092.FCS,aml
N°17,451706,N°17,-3.0073948,12.36215,0,2084.FCS,aml
N°17,328177,N°17,-2.6815841,10.921445,0,0292.FCS,aml
N°17,442988,N°17,-1.2732146,12.83779,0,1812.FCS,aml
N°17,400270,N°17,-1.3086025,12.113294,0,1316.FCS,aml
N°17,228959,N°17,-1.8193738,13.745074,0,2476.FCS,normal
N°17,438129,N°17,-1.2931474,14.28708,0,1812.FCS,aml
N°17,398760,N°17,-1.8319104,13.405592,0,1204.FCS,aml
N°17,405420,N°17,0.05864087,12.874464,0,1316.FCS,aml
N°17,280742,N°17,-1.5608606,14.196809,0,1660.FCS,normal
N°17,415155,N°17,-2.7047787,11.979228,0,1620.FCS,aml
N°17,415757,N°17,-1.2774671,11.751434,0,1636.FCS,aml
N°17,92134,N°17,-2.824898,10.009713,0,1996.FCS,normal
N°17,471689,N°17,-0.7401801,13.1764,0,2388.FCS,aml
N°17,323950,N°17,-2.7059774,12.597297,0,0292.FCS,aml
N°17,400107,N°17,0.99645776,12.263766,0,1316.FCS,aml
N°17,334953,N°17,-3.3810616,12.347216,0,0476.FCS,aml
N°17,340021,N°17,-2.6989102,13.133032,0,0532.FCS,aml
N°17,441423,N°17,-0.6025053,11.30764,0,1812.FCS,aml
N°17,402357,N°17,0.8256377,13.095786,0,1316.FCS,aml
N°17,403652,N°17,-1.3364209,11.413363,0,1316.FCS,aml
N°17,435897,N°17,0.0058294237,11.197911,0,1764.FCS,aml
N°17,411528,N°17,-0.4010156,12.117931,0,1388.FCS,aml
N°17,341250,N°17,-0.7278185,12.002529,0,0532.FCS,aml
N°17,402596,N°17,0.8663077,13.745349,0,1316.FCS,aml
N°17,395914,N°17,-1.040705,11.378088,0,1204.FCS,aml
N°17,440114,N°17,-0.92039496,13.379708,0,1812.FCS,aml
N°17,435111,N°17,-1.9269273,12.138573,0,1764.FCS,aml
N°17,433434,N°17,-1.9788408,12.812873,0,1748.FCS,aml
N°17,476855,N°17,-2.4004195,10.333194,0,2508.FCS,aml
N°17,341242,N°17,-0.18323733,13.316115,0,0532.FCS,aml
N°17,332346,N°17,-2.8947077,11.390192,0,0388.FCS,aml
N°17,105727,N°17,-0.41378537,11.259816,0,1644.FCS,normal
N°17,425255,N°17,-2.3322906,12.103906,0,1684.FCS,aml
N°17,490594,N°17,-2.3912642,14.448129,0,2692.FCS,aml
N°17,347442,N°17,0.2128334,13.857829,0,0708.FCS,aml
N°17,96041,N°17,-0.15284486,11.702234,0,1492.FCS,normal
N°17,442147,N°17,-0.6016363,12.706115,0,1812.FCS,aml
N°17,402206,N°17,-0.63319194,11.991568,0,1316.FCS,aml
N°17,339300,N°17,-0.28579733,12.859668,0,0532.FCS,aml
N°17,330364,N°17,0.09788243,13.269723,0,0388.FCS,aml
N°17,406103,N°17,-0.20545457,12.550377,0,1316.FCS,aml
N°17,310254,N°17,-0.736034,11.167968,0,0068.FCS,aml
N°17,392579,N°17,-2.1239855,11.0984535,0,1204.FCS,aml
N°17,442286,N°17,-1.8777894,12.804131,0,1812.FCS,aml
N°17,348589,N°17,-0.63587046,11.303968,0,0708.FCS,aml
N°17,402286,N°17,-3.1545677,12.726988,0,1316.FCS,aml
N°17,340562,N°17,-1.1853992,13.622104,0,0532.FCS,aml
N°17,405448,N°17,-2.1323907,10.176129,0,1316.FCS,aml
N°17,153468,N°17,-2.578702,13.921758,0,2420.FCS,normal
N°17,312376,N°17,-2.7044482,10.728082,0,0204.FCS,aml
N°17,391346,N°17,-2.7162652,12.691046,0,1204.FCS,aml
N°17,336301,N°17,-1.7780325,10.495101,0,0476.FCS,aml
N°17,404932,N°17,0.6011806,13.294621,0,1316.FCS,aml
N°17,439489,N°17,-1.1458838,12.916528,0,1812.FCS,aml
N°17,348017,N°17,-1.94833,10.7513,0,0708.FCS,aml
N°17,391412,N°17,-2.6806028,11.849464,0,1204.FCS,aml
N°17,445126,N°17,-2.0079691,9.559899,0,1884.FCS,aml
N°17,391130,N°17,-1.6626943,12.966902,0,1204.FCS,aml
N°17,441781,N°17,-1.4951419,9.903772,0,1812.FCS,aml
N°17,443288,N°17,-2.1077178,12.12797,0,1812.FCS,aml
N°17,491991,N°17,-2.01131,14.277231,0,2692.FCS,aml
N°17,441983,N°17,-0.8746253,11.390725,0,1812.FCS,aml
N°17,435795,N°17,-2.3845758,11.752231,0,1764.FCS,aml
N°17,436833,N°17,-0.26864368,11.907749,0,1764.FCS,aml
N°17,422708,N°17,-3.5418372,12.7530575,0,1684.FCS,aml
N°17,395741,N°17,-2.2793152,12.826057,0,1204.FCS,aml
N°17,479000,N°17,-0.4369449,11.038648,0,2508.FCS,aml
N°17,470001,N°17,-0.036471095,12.282316,0,2276.FCS,aml
N°17,258943,N°17,0.44800037,11.691503,0,0716.FCS,normal
N°17,423374,N°17,-2.3654222,13.701475,0,1684.FCS,aml
N°17,492039,N°17,0.09815206,13.043573,0,2692.FCS,aml
N°17,349017,N°17,0.70487154,13.881948,0,0708.FCS,aml
N°17,348269,N°17,-0.52101386,14.021043,0,0708.FCS,aml
N°17,401555,N°17,1.0442499,12.286413,0,1316.FCS,aml
N°17,327047,N°17,-2.7600796,10.781312,0,0292.FCS,aml
N°17,438967,N°17,-0.70853156,12.506394,0,1812.FCS,aml
N°17,451273,N°17,-2.303897,10.643324,0,2084.FCS,aml
N°17,441874,N°17,0.025840007,13.832305,0,1812.FCS,aml
N°17,433978,N°17,1.0164393,13.378223,0,1764.FCS,aml
N°17,421652,N°17,-2.0356667,9.784435,0,1636.FCS,aml
N°17,91584,N°17,-2.0503533,12.243815,0,1996.FCS,normal
N°17,403646,N°17,0.0102797635,10.904901,0,1316.FCS,aml
N°17,334241,N°17,-0.42902267,13.118541,0,0460.FCS,aml
N°17,357264,N°17,-2.558538,10.886545,0,0756.FCS,aml
N°17,491863,N°17,-1.7369616,13.690239,0,2692.FCS,aml
N°17,435609,N°17,-0.5533349,11.699654,0,1764.FCS,aml
N°17,323020,N°17,-3.52572,12.047164,0,0292.FCS,aml
N°17,329871,N°17,1.2985495,11.639896,0,0388.FCS,aml
N°17,497962,N°17,-2.1297512,12.720073,0,2780.FCS,aml
N°17,439748,N°17,-0.3878051,12.712156,0,1812.FCS,aml
N°17,477482,N°17,-0.25424784,11.924214,0,2508.FCS,aml
N°17,322338,N°17,-3.422691,12.388077,0,0292.FCS,aml
N°17,402888,N°17,-0.9830421,11.888429,0,1316.FCS,aml
N°17,425728,N°17,-0.90626913,12.252925,0,1684.FCS,aml
N°17,410590,N°17,0.5112672,13.04399,0,1388.FCS,aml
N°17,409587,N°17,-1.8597853,11.131191,0,1372.FCS,aml
N°17,310332,N°17,-0.36403853,11.874083,0,0068.FCS,aml
N°17,361212,N°17,-2.176525,11.77189,0,0804.FCS,aml
N°17,470575,N°17,0.6237447,11.390357,0,2276.FCS,aml
N°17,437876,N°17,-1.8627455,11.484683,0,1812.FCS,aml
N°17,490981,N°17,-2.5931823,13.102556,0,2692.FCS,aml
N°17,438336,N°17,-0.83668315,11.734559,0,1812.FCS,aml
N°17,438586,N°17,-1.0885936,11.701135,0,1812.FCS,aml
N°17,441091,N°17,-1.6894331,12.5696335,0,1812.FCS,aml
N°17,433682,N°17,-1.9669648,10.789806,0,1764.FCS,aml
N°17,422948,N°17,-2.8909137,11.89883,0,1684.FCS,aml
N°17,400235,N°17,-1.2360859,12.630026,0,1316.FCS,aml
N°17,349002,N°17,0.39302713,11.900136,0,0708.FCS,aml
N°17,354197,N°17,-0.95842654,11.373418,0,0756.FCS,aml
N°17,62086,N°17,-2.8722832,12.115377,0,0764.FCS,normal
N°17,407933,N°17,-0.34794945,11.591917,0,1372.FCS,aml
N°17,299294,N°17,-0.74908495,13.516734,0,0036.FCS,aml
N°17,402589,N°17,-0.6895017,12.844045,0,1316.FCS,aml
N°17,425535,N°17,-0.9992518,12.920399,0,1684.FCS,aml
N°17,435467,N°17,-0.737511,12.215615,0,1764.FCS,aml
N°17,354526,N°17,-0.17881557,11.365861,0,0756.FCS,aml
N°17,61858,N°17,-0.5967657,13.654265,0,0764.FCS,normal
N°17,338315,N°17,0.567828,11.798651,0,0532.FCS,aml
N°17,487466,N°17,-2.806225,11.343008,0,2692.FCS,aml
N°17,424137,N°17,-2.5441992,11.480841,0,1684.FCS,aml
N°17,438412,N°17,0.14654632,13.644837,0,1812.FCS,aml
N°17,404634,N°17,0.2034053,13.876872,0,1316.FCS,aml
N°17,499647,N°17,-1.5681851,13.404786,0,2780.FCS,aml
N°17,402963,N°17,-1.73157,13.257699,0,1316.FCS,aml
N°17,409218,N°17,-0.5597096,10.663971,0,1372.FCS,aml
N°17,403510,N°17,-0.13302636,14.132062,0,1316.FCS,aml
N°17,330003,N°17,0.14233537,11.689755,0,0388.FCS,aml
N°17,491139,N°17,-1.2530421,12.045221,0,2692.FCS,aml
N°17,423103,N°17,-2.291222,11.329107,0,1684.FCS,aml
N°17,337104,N°17,-2.5193887,13.413938,0,0476.FCS,aml
N°17,478385,N°17,-2.3123143,11.690748,0,2508.FCS,aml
N°17,502995,N°17,-1.8382756,11.441104,0,2780.FCS,aml
N°17,406217,N°17,-1.0038781,12.438068,0,1316.FCS,aml
N°17,331456,N°17,-2.4716675,11.2041025,0,0388.FCS,aml
N°17,267440,N°17,-0.91438204,11.297004,0,0428.FCS,normal
N°17,412075,N°17,-0.036137428,12.872862,0,1388.FCS,aml
N°17,397607,N°17,-3.089819,12.12547,0,1204.FCS,aml
N°17,80678,N°17,-0.3689853,11.2612505,0,1628.FCS,normal
N°17,78900,N°17,-0.76305795,11.038262,0,1628.FCS,normal
N°17,394918,N°17,-1.2305375,11.342112,0,1204.FCS,aml
N°17,402066,N°17,-2.5270054,13.558979,0,1316.FCS,aml
N°17,337389,N°17,-2.129661,11.73096,0,0476.FCS,aml
N°17,426691,N°17,-3.1025279,11.802651,0,1684.FCS,aml
N°17,325406,N°17,-2.6105154,10.780311,0,0292.FCS,aml
N°17,492067,N°17,-1.4132558,11.533258,0,2692.FCS,aml
N°17,402457,N°17,-1.2225683,11.610606,0,1316.FCS,aml
N°17,477418,N°17,-2.8574069,12.120745,0,2508.FCS,aml
N°17,331029,N°17,-0.7117274,10.768096,0,0388.FCS,aml
N°17,341355,N°17,0.24156432,13.70435,0,0532.FCS,aml
N°17,412117,N°17,-0.73234755,11.4949665,0,1388.FCS,aml
N°17,424213,N°17,-3.0548105,11.71658,0,1684.FCS,aml
N°17,469378,N°17,0.5880744,11.844968,0,2276.FCS,aml
N°17,353568,N°17,-2.873115,12.116993,0,0756.FCS,aml
N°17,417329,N°17,1.1194874,13.1959,0,1636.FCS,aml
N°17,110135,N°17,-2.762963,11.524651,0,1644.FCS,normal
N°17,438049,N°17,-2.3602307,11.870836,0,1812.FCS,aml
N°17,95700,N°17,-1.9229283,12.625523,0,1492.FCS,normal
N°17,404213,N°17,1.1546687,13.449594,0,1316.FCS,aml
N°17,426086,N°17,-1.179096,11.31417,0,1684.FCS,aml
N°17,414045,N°17,-0.33130702,13.386941,0,1620.FCS,aml
N°17,415711,N°17,-1.4642478,11.960004,0,1636.FCS,aml
N°17,353820,N°17,-1.197722,10.486685,0,0756.FCS,aml
N°17,422359,N°17,-1.2640499,11.961036,0,1684.FCS,aml
N°17,347789,N°17,0.34355974,11.966978,0,0708.FCS,aml
N°17,424575,N°17,-0.8017983,13.634313,0,1684.FCS,aml
N°17,346733,N°17,0.044899378,14.099651,0,0708.FCS,aml
N°17,426500,N°17,-1.0339925,12.30217,0,1684.FCS,aml
N°17,334199,N°17,-0.6482432,13.501706,0,0460.FCS,aml
N°17,334096,N°17,-1.1021405,12.161155,0,0460.FCS,aml
N°17,424326,N°17,-0.19500014,11.760504,0,1684.FCS,aml
N°17,402751,N°17,0.31270772,11.062159,0,1316.FCS,aml
N°17,492418,N°17,-1.368666,10.48401,0,2716.FCS,aml
N°17,334721,N°17,-1.7090394,11.615163,0,0476.FCS,aml
N°17,355342,N°17,-0.2675141,13.24881,0,0756.FCS,aml
N°17,133225,N°17,-1.1612248,11.708451,0,1276.FCS,normal
N°17,415650,N°17,-2.8165896,11.895476,0,1636.FCS,aml
N°17,438779,N°17,-1.9722108,11.195109,0,1812.FCS,aml
N°17,423464,N°17,-3.5393333,12.821779,0,1684.FCS,aml
N°17,404854,N°17,-0.618283,12.014813,0,1316.FCS,aml
N°17,403471,N°17,-1.2657329,11.725017,0,1316.FCS,aml
N°17,420934,N°17,-1.7173414,10.574329,0,1636.FCS,aml
N°17,437566,N°17,-1.1508219,11.540658,0,1812.FCS,aml
N°17,440187,N°17,-2.9035716,11.077889,0,1812.FCS,aml
N°17,394329,N°17,-1.6362728,14.356134,0,1204.FCS,aml
N°17,436330,N°17,-1.3839902,12.005634,0,1764.FCS,aml
N°17,403252,N°17,-0.2197524,13.756819,0,1316.FCS,aml
N°17,435895,N°17,-1.3826737,11.120883,0,1764.FCS,aml
N°17,121457,N°17,0.6853694,12.994313,0,0060.FCS,normal
N°17,434647,N°17,-3.107858,12.336063,0,1764.FCS,aml
N°17,500893,N°17,-1.767024,11.436503,0,2780.FCS,aml
N°17,424883,N°17,-2.4440458,11.312178,0,1684.FCS,aml
N°17,405864,N°17,-3.4300888,11.641106,0,1316.FCS,aml
N°17,490267,N°17,-2.4994135,13.51329,0,2692.FCS,aml
N°17,333896,N°17,-1.329354,11.175088,0,0460.FCS,aml
N°17,437174,N°17,0.31167266,12.652338,0,1764.FCS,aml
N°17,433211,N°17,-2.008852,14.001089,0,1748.FCS,aml
N°17,439944,N°17,-2.0828373,12.245493,0,1812.FCS,aml
N°17,441004,N°17,0.8398568,13.397971,0,1812.FCS,aml
N°17,400452,N°17,-1.8811685,11.666567,0,1316.FCS,aml
N°17,410296,N°17,-1.0843691,12.306797,0,1388.FCS,aml
N°17,327973,N°17,-2.9871879,11.311481,0,0292.FCS,aml
N°17,411771,N°17,-0.8616201,13.825194,0,1388.FCS,aml
N°17,348017,N°17,-1.94833,10.7513,0,0708.FCS,aml
N°17,318919,N°17,-2.7699342,10.662255,0,0260.FCS,aml
N°17,444305,N°17,-2.6185453,11.029044,0,1884.FCS,aml
N°17,390325,N°17,-3.0650055,13.048453,0,1204.FCS,aml
N°17,433977,N°17,-3.468013,12.451773,0,1764.FCS,aml
N°17,399196,N°17,-0.8711214,13.540734,0,1204.FCS,aml
N°17,66327,N°17,-1.3891608,11.347271,0,1860.FCS,normal
N°17,488703,N°17,-1.1956152,13.38154,0,2692.FCS,aml
N°17,489577,N°17,-1.5680103,13.574238,0,2692.FCS,aml
N°17,439645,N°17,0.9658279,13.624653,0,1812.FCS,aml
N°17,425311,N°17,-2.3784263,11.406746,0,1684.FCS,aml
N°17,487732,N°17,-2.196606,14.176659,0,2692.FCS,aml
N°17,402720,N°17,-0.65303147,11.473245,0,1316.FCS,aml
N°17,190307,N°17,-2.212213,9.235141,0,1260.FCS,normal
N°17,421725,N°17,-2.2872803,12.114684,0,1684.FCS,aml
N°17,490394,N°17,-1.5750842,11.331132,0,2692.FCS,aml
N°17,410030,N°17,-1.0674269,11.779065,0,1388.FCS,aml
N°17,438655,N°17,-0.8581064,10.762406,0,1812.FCS,aml
N°17,439366,N°17,-0.2674798,12.071251,0,1812.FCS,aml
